12.30000,15.44000
12.73000,15.66000
10.54000,16.80000
14.40000,17.27000
15.55000,21.33000
15.36000,19.29000
25.36000,31.90000
15.08000,15.77000
14.62000,17.22000
10.68000,13.77000
25.70000,26.53000
16.83000,19.87000
28.65000,33.54000
12.67000,15.83000
15.98000,24.93000
12.96000,14.34000
6.77000,11.73000
14.12000,16.63000
33.13000,32.25000
19.95000,21.97000
32.29000,32.46000
26.91000,25.60000
32.71000,33.13000
12.59000,14.24000
17.05000,23.77000
36.28000,37.35000
13.00000,14.28000
28.40000,34.52000
14.62000,16.88000
29.87000,29.87000
10.75000,14.27000
15.42000,19.34000
14.34000,14.96000
32.72000,33.23000
25.37000,26.95000
28.70000,29.61000
29.06000,29.34000
36.59000,36.44000
32.68000,36.12000
14.51000,17.10000
14.70000,17.00000
17.14000,17.15000
34.24000,37.26000
29.91000,29.13000
40.78000,39.48000
11.42000,14.67000
11.21000,14.55000
32.72000,33.78000
26.44000,27.17000
10.72000,14.11000
35.96000,40.99000
27.03000,25.82000
32.67000,32.12000
12.12000,15.17000
15.23000,17.95000
11.33000,15.00000
12.43000,15.35000
11.34000,14.87000
36.47000,39.28000
12.16000,15.18000
19.42000,22.53000
13.00000,15.87000
42.49000,38.81000
6.05000,11.19000
14.96000,17.64000
12.32000,14.92000
14.66000,15.64000
12.29000,15.40000
12.57000,15.44000
32.53000,33.04000
15.23000,18.14000
29.08000,29.52000
32.68000,32.83000
15.09000,18.36000
10.47000,13.65000
15.18000,19.34000
16.44000,17.10000
11.61000,13.83000
32.33000,32.77000
28.55000,29.59000
29.06000,33.84000
29.08000,33.93000
15.12000,15.95000
15.09000,17.20000
14.90000,18.22000
11.43000,14.83000
39.01000,45.28000
15.55000,21.33000
35.24000,37.27000
39.97000,40.85000
24.59000,26.29000
7.10000,12.14000
10.71000,13.80000
12.86000,16.13000
42.11000,38.56000
32.31000,29.69000
26.45000,31.28000
11.14000,14.40000
33.27000,32.64000
14.60000,16.85000
23.53000,27.31000
40.19000,37.41000
10.08000,13.20000
11.53000,13.59000
10.07000,13.21000
10.68000,14.30000
28.07000,34.14000
36.57000,36.10000
29.27000,29.90000
12.78000,15.21000
36.86000,37.28000
10.39000,13.70000
13.99000,14.35000
33.12000,34.17000
11.20000,14.73000
28.62000,30.12000
39.81000,37.76000
28.63000,30.19000
14.56000,15.84000
17.88000,21.40000
12.88000,14.37000
16.95000,21.16000
11.22000,14.49000
11.42000,14.75000
31.66000,37.72000
25.17000,26.08000
12.92000,16.14000
10.34000,13.72000
12.93000,15.63000
36.71000,34.18000
35.89000,43.30000
25.66000,26.30000
6.37000,11.27000
18.31000,27.87000
29.83000,29.82000
41.64000,45.59000
15.37000,19.18000
43.10000,39.41000
12.71000,14.14000
41.96000,37.70000
15.23000,18.03000
36.86000,34.25000
31.64000,36.86000
14.07000,16.11000
38.98000,45.97000
28.15000,29.79000
12.19000,14.71000
13.99000,14.61000
28.69000,29.53000
14.39000,16.70000
32.46000,35.56000
19.34000,23.49000
29.49000,27.93000
14.60000,15.30000
36.90000,34.43000
14.47000,17.23000
14.60000,15.14000
29.60000,30.12000
29.68000,29.44000
32.23000,33.86000
27.03000,25.81000
35.40000,39.22000
16.93000,20.03000
22.89000,28.88000
